,word,idf
344,水里,55.030467899891185
397,离开,55.27103825136612
1868,警察,55.45285087719298
275,电话,55.574725274725274
1130,我梦到,55.78929950358522
974,听,56.12985571587125
816,关系,56.28603227601558
780,不敢,56.47459519821329
371,之前,56.98366197183098
772,真的,57.17693612210288
2930,我妈,57.3390022675737
2246,碰到,57.40408626560726
2885,扔,58.063145809414465
434,女生,58.063145809414465
383,是不是,58.063145809414465
4386,做爱,58.12988505747126
1563,高兴,58.19677790563866
834,眼睛,58.19677790563866
1096,哥哥,58.263824884792626
197,穿着,58.39838337182448
77,到处,58.66937354988399
330,骑,58.942890442890445
187,抓住,59.21896955503513
21,奇怪,59.35798122065728
73,进来,59.60282852091927
650,清楚,59.9561351511559
1455,脸,60.17013682331945
1180,最近,61.18935269207501
1213,可能,61.67439024390244
526,牙齿,61.712019524100064
360,点,62.014714898835074
2137,肚子,62.474366893143916
203,今天,62.70675759454433
2369,腿,63.57385292269013
1476,两条,63.81451104100946
1538,陌生,63.93552465233881
2404,丢,64.34223918575064
818,继续,64.6300319488818
847,事情,64.83717948717948
578,听到,64.9621066152858
399,不让,65.2134107027724
332,河里,65.42432082794308
1539,吵架,65.46666666666667
1735,打开,65.85026041666667
504,老家,66.06531678641412
260,黑,66.28178243774575
1400,院子,66.71899736147758
1009,倒,66.80713342140027
4365,男孩,67.0284956925116
567,飞,67.07294429708223
217,老,67.07294429708223
362,亲戚,67.61096256684492
382,一次,67.97446236559139
219,聊天,68.1117845117845
1332,小心,68.1117845117845
2454,屋里,68.38810006761325
1851,尸体,68.66666666666667
658,卖,68.76002719238613
1748,居然,68.76002719238613
1149,分手,68.90054495912807
839,求解,69.4684065934066
46,邻居,69.75586206896551
3379,个人,69.8040027605245
1388,婆婆,70.04570637119113
2138,亲人,70.24027777777778
1449,看看,70.33796940194715
975,忽然,71.0794096978215
109,比较,71.22957746478873
2861,本来,71.27977448907681
226,没事,71.83664772727273
996,名字,71.88770433546553
1057,几天,72.09265858873842
963,面前,72.45415472779369
294,流血,73.29420289855072
1546,对象,73.61426491994177
712,脖子,73.99122165325531
1908,外婆,74.53647752394988
4684,老鼠,75.20148698884758
984,竟然,75.20148698884758
1552,上班,75.36959761549926
1615,老板,75.4820895522388
1157,求,75.53846153846153
450,担心,75.5949177877429
54,上去,76.16415662650603
733,来到,76.4520030234316
91,太,76.68385140257772
417,声音,76.85866261398176
1990,刀,77.32874617737004
596,昨天晚上,77.50651340996168
2555,一张,77.68509984639017
340,直接,77.86451116243263
758,话,78.04475308641975
448,总是,78.16537867078826
200,便,78.651632970451
718,疼,78.89703588143526
2865,虫子,79.33019607843137
906,拼命,79.39246467817897
1749,忘,79.64251968503937
408,似乎,79.76813880126183
3147,踩,80.02056962025317
1215,惊醒,80.02056962025317
616,不想,80.08392715756136
96,楼梯,80.08392715756136
143,山上,80.21094369547978
1450,时间,80.27460317460317
954,想要,80.85211830535572
359,早上,80.98158526821457
685,坏,81.04647435897436
419,写,81.11146752205293
1437,蟒蛇,81.17656500802568
2878,洗,81.24176706827309
18,新,81.37248592115849
1154,爱,81.50362610797744
575,窗户,81.50362610797744
287,换,81.63518966908798
0,一家,81.83333333333333
255,被子,82.16571892770105
2480,打死,82.23252032520325
1564,马上,82.56816326530613
406,他家,82.56816326530613
1984,遇见,82.7708674304419
2256,动,83.11092851273624
3878,自行车,83.3163097199341
1190,鞋子,83.3163097199341
1040,一片,83.3163097199341
460,车上,83.45379537953795
892,正,84.92527287993283
208,睡着,85.0681244743482
356,上来,86.08170212765957
433,周围,86.08170212765957
1467,逃跑,86.30204778156997
316,类似,86.5235243798118
194,一位,87.0447504302926
1525,陪,87.11972437553833
1808,爸,87.11972437553833
2560,一把,87.3454231433506
805,大概,87.3454231433506
386,解梦,87.42091616248919
883,在家,87.72419774501302
1527,一半,87.80034722222223
264,经常,87.80034722222223
1821,爸妈,87.95304347826087
4480,我用,88.029590948651
2969,女友,88.56917688266199
690,一天,89.03697183098592
2179,裤子,89.35159010600707
438,昨天,90.06767586821015
2170,摸,90.14795008912655
817,我要,90.30892857142857
250,手上,90.38963360142985
1519,打架,90.79533213644524
2810,宿舍,91.04050405040505
11,我爸,91.12252252252252
393,小狗,91.2870036101083
647,还给,91.45207956600362
2049,洗澡,91.53484162895927
213,俩,91.53484162895927
1463,先是,91.6177536231884
1473,对面,91.70081595648232
4817,偷,92.1183970856102
692,教室,92.1183970856102
2815,骂,92.45521023765997
1459,撞,92.62454212454213
1674,老人,92.87970615243343
546,其实,93.05059797608095
4616,电梯,93.13627992633518
69,喝,93.22211981566821
2755,领导,93.30811808118081
1458,小女孩,93.48059149722735
2606,鞋,93.48059149722735
2582,不了,93.6537037037037
558,肉,93.82745825602969
121,岁,94.26467847157502
6663,摘,94.26467847157502
3391,参加,94.52897196261682
1528,接,94.52897196261682
1944,河边,94.88367729831144
2102,路边,95.06203007518798
1389,床,95.51085930122757
244,小男孩,95.60113421550095
1203,成,96.14638783269962
759,联系,96.23786869647954
828,情人,96.42135367016206
1597,漂亮,96.51335877862596
147,飞机,97.44315992292871
704,很快,97.5371263259402
4729,乌龟,98.29543245869776
1673,熟悉,98.775390625
263,场景,98.775390625
623,离婚,98.87194525904204
1440,那条,98.96868884540118
2264,砍,99.06562193927522
126,已故,99.35756385068763
1480,小蛇,99.6512315270936
2549,姥姥,100.84346959122632
1842,烧,100.84346959122632
1763,干净,101.04495504495505
2656,吐,101.45035105315948
572,桌子,101.55220883534136
707,忘记,102.3744939271255
12,出门,102.89521871820956
1084,回头,103.10499490316005
1508,原因,103.10499490316005
1103,石头,103.10499490316005
2830,抢,103.21020408163265
2314,急,103.63319672131148
831,听见,103.73948717948718
3188,嘴里,104.59772492244053
3078,变,104.59772492244053
1753,一颗,104.81450777202072
2956,老虎,105.25078043704474
1338,第二天,105.47028154327424
2373,追杀,105.80125523012552
3631,同意,106.13431269674712
3735,过程,106.13431269674712
3266,生活,106.24579831932773
2288,屎,106.35751840168244
405,受伤,106.91966173361523
55,使劲,107.25980911983032
3729,过世,107.25980911983032
361,左右,108.17754010695187
2059,楼,108.52575107296137
2184,包,108.52575107296137
114,希望,108.52575107296137
2511,发现自己,108.75913978494624
981,流,108.75913978494624
3726,活,109.22894168466523
5619,游泳,109.46536796536796
258,颜色,109.70281995661605
2054,我俩,109.82193268186754
1352,考试,109.94130434782609
2507,挂,110.42139737991266
1489,整个,111.14945054945055
351,边上,111.51708930540242
1460,下车,111.7635359116022
4022,丈夫,112.2597114317425
3760,火车,112.88616071428571
171,好几个,112.88616071428571
4725,终于,112.88616071428571
588,破,113.26539753639418
1504,办法,113.39237668161435
1359,屋子,113.39237668161435
289,脸上,113.51964085297419
